symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,EU.C021.C1,EU.C021.C2,EU.C021.C3,EU.C021.C4,EU.C021.C5,EU.C021.C6,EU.C021.C7,EU.C021.C8,EU.C021.C9,EU.C021.C10,EU.C21.ES_c21
ACTMAP,312.4587981109261,0.018484470693914255,0.16860939895907645,0.8657412666056785,0.9478936746910319,291,295,384,417,217,138,205,347,275,213,516
ACTN1,17156.26215515901,0.9916304098911072,0.12087433135110168,1.3392651116002553e-17,2.795381104187633e-15,19741,11913,15783,11087,23334,17523,15610,22918,18343,17678,12066
ACTN2,88.588494213649,0.24955645379983335,0.42667898507148133,0.09463107163692958,0.3096511138925044,128,21,26,52,89,87,101,107,77,58,87
ACTN3,105.96017770428749,-0.7403341557341427,0.9794154916378365,0.0022168951172614913,0.022461332319221004,12,3,17,4,1,0,3,0,1,0,725
ACTN4,11269.544123730386,0.5003554146815323,0.2076944620931211,7.74260346771097e-4,0.010092583349245728,12520,9230,12817,9605,13953,10165,8468,13280,10622,10075,11014
ACTR10,2014.8406420412364,-0.11988737904965255,0.13890792145116737,0.24119672213620555,0.525715032793416,1935,1773,3081,2158,2473,2090,1731,2111,1784,1716,663
ACTR1A,3583.958505081745,0.2973077053958555,0.15348607386304666,0.00947251955854912,0.06680565911636618,4347,3044,3941,2889,4554,3625,2726,4285,3379,3370,3245
ACTR1B,726.6418265751286,0.11316352934221251,0.13202338916497935,0.25404516213817724,0.540355244029253,698,677,860,707,1041,774,452,830,587,688,782
ACTR2,12714.575771707943,0.22011777346937852,0.09532260932389729,0.007414268492429424,0.056095811185585195,13134,11119,15903,10162,18820,13742,13753,13874,13035,11349,4589
ACTR3,9526.157364037357,0.2786832090255168,0.14122510758124235,0.010191793477008904,0.06983281390196745,9519,7783,12287,8440,12277,10823,10650,10715,10531,9263,2738
ACTR3-AS1,37.63924684868526,0.2145289874794352,0.3052524426969873,0.13327883164335014,0.38081620992139986,34,35,53,35,42,41,40,45,34,25,22
ACTR3B,183.81078864013764,-0.4410228356951738,0.3855562427713397,0.018725503306099588,0.10741272902962931,254,219,246,169,170,107,96,144,116,90,418
ACTR3C,18.793579870459823,0.05755575898052021,0.31656664377781174,0.6137505827098111,0.8272182767042073,4,14,29,40,22,7,14,11,25,18,2
ACTR5,130.90731091222048,0.039398853653139894,0.17998758128553213,0.7248246701536054,0.8873907428862016,213,100,114,126,118,100,74,110,102,100,252
ACTR6,521.33887166609,0.029081941183267422,0.14256672895070543,0.7760185800934796,0.912403763582659,615,534,825,483,705,560,427,481,497,362,300
ACTR8,980.115430523669,-0.08979813955747155,0.14713340234186875,0.39122427163299117,0.676819611244062,1128,844,1427,1069,1267,980,820,1074,969,866,537
ACTRT3,70.99502457535367,-0.007683914842877847,0.20916256833915536,0.9467648200223835,0.9797493148853466,43,87,100,63,90,64,91,78,80,63,27
ACVR1,1242.1842189546292,-0.11012205198823176,0.11390890817868334,0.22219411857977678,0.504244975711173,1910,1325,1831,1305,1482,1071,1037,1192,1178,983,640
ACVR1B,1168.809192536781,-0.07312199008856429,0.12295412248005567,0.4389898321521117,0.7123665906001906,1256,1276,1783,1465,1324,1040,969,1176,1022,948,831
ACVR1C,54.887124090024365,-0.207678181221529,0.3359346149101391,0.14572995056075502,0.39980528948852906,33,70,73,79,81,39,49,50,42,34,12
ACVR2A,597.124095275778,-0.13979741796095388,0.20549009710769126,0.2513958840724373,0.5376291588424126,918,511,820,559,597,527,631,589,630,472,240
ACVR2B,1581.715600683222,-0.2077128069365125,0.14507741117839948,0.05344296522669333,0.2172743574609212,3131,1686,2409,1567,1292,971,1163,1354,1273,1102,1861
ACVR2B-AS1,37.12015513728543,0.01594357401251962,0.25484293853365814,0.8912196702618955,0.9572129792561929,36,31,87,33,49,31,12,45,41,38,25
ACVRL1,29.84185741768586,0.30580450941777704,0.46105767728695923,0.05989546988552181,0.2337913439960003,31,47,8,15,29,17,14,43,39,22,32
ACY1,139.61172596563267,-0.04201175941960665,0.21804961937227393,0.7188749382296886,0.884278218981493,123,123,134,148,169,61,87,104,109,51,293
ACYP1,52.3939863965412,-0.32157944768167634,0.35853028007243487,0.05137459568086708,0.21199099555386797,73,51,78,54,68,67,38,46,17,21,79
ACYP2,145.3820395991279,-0.18492299973147125,0.19062363629116122,0.12870003251580645,0.3729018120681825,79,159,242,195,159,121,116,153,113,120,116
ADA,386.33728943005826,0.025697359161534712,0.16082096718423602,0.8112441815995719,0.9259162914798121,546,422,524,343,597,386,202,467,341,310,264
ADA2,216.90981959780277,-0.24227352370777833,0.2834155277683595,0.0945136230808693,0.3095064072043029,97,110,211,80,59,60,72,61,60,45,1116
ADAL,256.63895989628134,-0.2886692984350494,0.24321010544244023,0.043384385172644306,0.1900399957011581,273,282,443,248,291,180,218,210,243,198,233
ADAM10,8271.918070471134,-0.033389693291915094,0.10375811477192085,0.6913721747894166,0.8704971025964168,7029,8360,11826,8661,10306,8074,9924,9036,8842,7592,1782
ADAM11,36.22738278486278,-0.3601636891221292,0.49604910987412615,0.03990101922350348,0.1796198554563048,41,36,89,18,24,19,22,23,11,4,121
ADAM12,1836.108634228759,0.04032069575071035,0.12391846085412224,0.6704272234908539,0.85823059484278,3458,1667,3012,1859,1900,1510,1664,2071,1934,1858,167
ADAM15,828.9274253013514,-0.16850383466172467,0.14886476103338167,0.11756587772158972,0.352254625192016,787,716,896,740,708,488,388,708,521,534,1887
ADAM17,2930.466279765835,-0.14708892695502315,0.13956642040942246,0.15432310049159575,0.4126320467587936,3990,3273,4736,2995,2986,2643,2527,2800,2599,2348,1795
ADAM19,9105.372996945727,1.1744587342275479,0.1285482433916947,2.0674346221789767e-21,6.392967281693436e-19,13401,5660,7369,5291,13438,9278,9229,13501,10871,10316,3664
ADAM20P1,17.920813889001423,0.10110738137357202,0.3673581328628592,0.3728222184258868,0.6593989411371103,28,3,15,25,18,24,6,11,23,16,0
ADAM21,43.85624334946165,-0.47161470618939,0.4442130578972576,0.01758456095555728,0.10281057382209226,14,61,73,107,54,50,43,45,37,16,9
ADAM22,174.88124229093197,-0.20700311985342007,0.2615455463491754,0.13207152236297387,0.3791097703382545,309,124,305,182,139,100,155,132,145,92,190
ADAM23,365.6511941879707,0.14265662449021616,0.24394748895684834,0.26378882945179266,0.5516150510940497,918,141,351,221,346,242,243,340,293,220,602
ADAM28,25.162041482780236,0.03861470667069269,0.30753899289875664,0.7328397094440875,0.8916901490998836,7,16,34,49,43,38,10,18,29,20,3
ADAM32,23.328715781976253,0.3202420555585827,0.5533314538391022,0.042421993769189384,0.18739747406294296,32,1,33,7,26,9,26,16,30,17,13
ADAM33,171.74583784184213,-0.01898061890996557,0.20246777003401914,0.8684495529428888,0.9486610004026561,47,138,217,179,180,83,136,202,124,85,351
ADAM8,30.72258069178855,-0.23618603258395096,0.45067537478934017,0.09804924353518973,0.31609418580739435,14,28,12,49,25,23,19,62,17,5,35
ADAM9,9258.282514475299,0.4089730344572538,0.11689075328135125,3.363086313871097e-5,7.447853483954852e-4,5954,7685,10786,7754,16460,10547,9939,10845,10748,9795,1863
ADAMTS1,1850.8743053467783,1.483177116307716,0.16499622242821577,3.7725732673163744e-21,1.1453532439572513e-18,1649,977,1227,897,3035,2214,1999,2793,2007,2482,678
ADAMTS10,332.6160277730549,0.24469585089944756,0.3185938512295081,0.10013484121853597,0.3197010607473582,574,279,347,189,366,197,149,325,222,246,490
ADAMTS12,3264.8732428107323,1.1232819737235529,0.15583471687598952,2.0620770115114895e-14,2.690043901423348e-12,7103,2075,2827,1662,3658,2905,2816,4128,3503,3364,2045
ADAMTS13,109.91386632035375,0.46672293439461615,0.43048880877130624,0.017617777346261247,0.10286071542932528,98,99,108,81,95,66,60,104,53,87,190
ADAMTS14,143.2642683841341,0.04804504207281593,0.20683425235354563,0.6786951014047563,0.8632579831853002,913,138,103,82,127,60,60,116,85,93,42
ADAMTS15,203.69943768693585,0.2321486059560774,0.2238258232338503,0.08158319716403627,0.28345323059614597,379,131,155,179,243,163,113,254,132,153,373
ADAMTS16,382.9714999427444,0.8167126607303985,0.20678661583436464,2.53373092083683e-6,7.650676115033162e-5,892,246,320,192,610,384,371,391,407,321,218
ADAMTS16-DT,90.34698746963608,1.8029895161204277,0.38056889669087457,1.6586128178299008e-8,8.443755131745025e-7,124,20,60,41,99,64,117,118,99,110,87
ADAMTS17,17.68422887780264,-0.030399133916634177,0.3098001590302347,0.7860570708582003,0.9149296646584574,21,13,21,28,23,19,8,18,13,8,12
ADAMTS18,337.75081973027426,-0.07419691427898595,0.23579895347156807,0.536241094432741,0.7789681032135108,453,238,463,323,349,291,352,334,302,220,125
ADAMTS19,216.6584844522903,-0.1861594537793131,0.2434654117797126,0.1599437160757816,0.4193865901909089,466,112,241,138,140,129,193,118,123,72,675
ADAMTS19-AS1,8.599614212887486,-0.009989019872355514,0.34329736428841057,0.9226891070236519,0.96987036085133,19,9,15,1,4,4,10,10,2,3,24
ADAMTS2,132.8638648990303,0.47997246289722595,0.3929219139902452,0.013672062249530064,0.08592250487115281,219,86,62,95,134,115,97,169,132,93,153
ADAMTS20,69.34293241398618,1.4431768661594362,0.76181498708544,2.073578905440328e-4,0.0034694008580203007,39,26,7,6,41,29,46,75,92,35,280
ADAMTS3,171.23039555574294,0.02655662527800512,0.1996384379834882,0.8165093734574698,0.9288396403818054,482,194,183,127,160,91,105,165,139,101,207
ADAMTS4,114.15963080414737,-0.16679874162414451,0.3554699137154771,0.20952252898901283,0.48955961753458427,54,14,22,6,1,6,1,9,2,7,535
ADAMTS5,508.6852458221883,1.7626162622265125,0.29709843514529227,2.771178505134656e-11,2.4483142158062695e-9,560,197,273,148,663,498,824,823,632,723,93
ADAMTS6,717.1292673697146,1.152104251073885,0.23137838010353068,1.7159475891418646e-8,8.709085970665913e-7,550,486,897,549,1032,758,808,880,1045,723,108
ADAMTS7,1112.7063400604757,0.7101389614164731,0.16555078605925588,6.194761379866231e-7,2.253597505904277e-5,1570,818,1045,869,1432,775,674,1379,1011,1058,1658
ADAMTS9,1210.1928640731583,0.07900232758214185,0.16196774911936176,0.4688033435728008,0.7340658506169006,1826,904,1502,1047,1424,889,1249,1402,1362,963,899
ADAMTS9-AS1,13.780365084757989,0.08191670058920068,0.3561323951149731,0.4601497553885664,0.7279230054741951,8,18,9,2,10,17,36,28,8,17,2
ADAMTS9-AS2,33.31251840903899,-0.04844721350332213,0.2698460033319275,0.6810391571385048,0.8647902544409699,54,32,56,43,27,31,14,33,36,18,25
ADAMTSL1,54.699004147807834,-0.00817784369702489,0.2824830496671465,0.9431362863108812,0.9793204553960543,261,19,45,30,72,29,43,41,24,33,33
ADAMTSL2,60.26715933669371,-0.21634782365954092,0.32159479842832506,0.13318984927028704,0.38070620330739785,33,77,73,51,53,27,19,48,35,14,226
ADAMTSL3,93.51037293609798,-0.08037158809509351,0.2786373029675266,0.5065537488893102,0.7597623730309621,198,57,115,50,113,34,75,80,50,60,103
ADAMTSL4,1372.7956279158004,-0.8453841682894414,0.20655135069322275,1.427828491680707e-6,4.702540464316458e-5,180,2500,2935,2538,1706,1131,1144,1543,919,1004,348
ADAMTSL4-AS1,9.494773872830931,0.11713711376227366,0.3921705391972661,0.2979462710327462,0.5881436143403234,11,4,4,11,25,3,4,14,21,2,8
ADAMTSL5,95.82172477942457,0.08203937455121667,0.21096951396900976,0.4884051136489535,0.7480558937794225,49,97,130,120,112,108,88,137,106,110,25
ADAP1,117.42004411219796,-0.2585635641518369,0.2910943227901747,0.08086125460775434,0.28158941177065316,99,167,188,135,140,114,62,139,91,105,15
ADAP2,52.7466777148399,0.08846758189063443,0.3408939806821746,0.4441818177082501,0.7153776623789374,39,63,45,52,31,17,36,32,36,34,18
ADAR,8771.727339134826,-0.024239951622186718,0.08825843369926568,0.7441506654309907,0.8971069100690696,11183,8230,12278,9361,8474,7812,6989,8697,7802,6892,8720
ADARB1,627.8548056929966,0.6195214618623633,0.2750798856684952,8.129649290349089e-4,0.010474450914371072,710,609,791,579,626,561,608,754,641,462,401
ADARB2,29.087180059344107,-0.32476293365154263,0.46615809197462327,0.052274993433247166,0.2142581836888466,36,24,21,10,10,9,7,9,3,4,128
ADAT1,758.257095536172,-0.13429461154753009,0.16455210606042608,0.22965647374744047,0.5126743046303156,870,784,1152,800,754,595,734,833,755,564,515
ADAT2,178.10232810747485,0.1229352841154733,0.22700063416859084,0.3203222954442672,0.60924041197592,258,159,229,154,241,127,139,165,135,108,212
ADAT3,35.33508342497183,0.03506191109483955,0.27122875298350213,0.7639498420774223,0.9060725942758906,70,35,21,44,21,15,13,36,20,49,100
ADCK1,157.10763442334064,0.04316057651222516,0.20783698253083205,0.7095333718313153,0.8793786743365978,117,169,206,140,165,98,76,175,161,118,223
ADCK2,230.79234105917274,-0.01655842998447517,0.19702096366609564,0.8844636744371885,0.955170234709215,143,298,284,256,316,206,170,277,173,184,152
ADCK5,82.55498737378777,0.07810356982893056,0.2835122364786271,0.5168123673969643,0.7661408830124243,87,73,108,15,172,62,56,90,61,53,125
ADCY1,141.65516975930473,-0.06480811929157569,0.25190077730263377,0.5880912716939495,0.8122372253718418,352,108,153,89,91,64,86,84,91,83,402
ADCY10,23.917635744126088,0.7185202085748416,0.667048778134824,0.00515096612413817,0.04274892263462185,30,6,5,13,60,32,25,26,24,32,1
ADCY10P1,41.75339707899481,0.06561825361843078,0.29108520890384026,0.579122989874604,0.8075319987412223,56,47,42,17,39,66,27,54,33,32,27
ADCY2,210.19656122594503,0.09001612535017045,0.2712777352492351,0.46222975133411387,0.729657060670924,593,71,104,117,196,133,134,164,170,129,161
ADCY3,335.4465573983097,-0.5797599247581425,0.417842826351617,0.006615545326923291,0.05133195904691687,423,384,574,362,209,213,173,217,175,164,526
ADCY4,36.84368675985118,-0.015730261706653707,0.30367995271112097,0.8883982453767926,0.9564463628304944,11,36,121,86,24,32,27,35,37,10,9
ADCY5,68.62655085134475,-0.10088892971089122,0.3031881875473748,0.4113273067253118,0.6922269284106899,92,47,67,49,63,47,38,50,51,41,139
ADCY6,2120.242263196722,0.09228635594083684,0.11204874388174428,0.2996844895848654,0.5896545959061287,2005,2184,2446,1971,2809,1867,1736,2468,1872,1724,2187
ADCY7,510.889368765199,-0.2850705905683306,0.18992955983321566,0.025634299588308596,0.1338885000080003,549,606,753,484,719,423,420,654,434,506,225
ADCY8,13.35913665330075,-0.06601106858943426,0.35594884668554777,0.5379463250831987,0.7798292878410865,66,14,12,5,9,6,6,16,2,2,30
ADCY9,576.608027739583,0.10352306228424035,0.1752598674112271,0.3611494841535158,0.6484377317206588,459,614,690,660,682,531,492,803,588,468,311
ADCYAP1,27.041985692529103,-0.07244293265873794,0.306685851249003,0.5382282225852204,0.7798292878410865,77,17,18,10,27,9,9,13,5,5,154
ADCYAP1R1,14.986731720664476,0.11269947551220443,0.38639297511627846,0.31644425638046403,0.6063093738429132,32,5,0,8,19,2,8,14,9,4,57
ADD1,5713.903075226123,0.041108345396186,0.08927752709138809,0.5829770655301043,0.8095260740309091,7043,5527,8074,5714,6879,5108,4482,6419,5434,4813,4417
ADD2,386.4540632590479,-0.14542938696040428,0.34101186569869063,0.25954928407894473,0.5465927851183803,760,163,349,147,172,110,111,153,114,102,1565
ADD3,5783.065024076477,-0.048156932739582665,0.12396077800698432,0.6114705816692174,0.8252758935303101,4274,5679,8860,5889,7243,6276,6244,6227,6074,5330,2224
ADD3-AS1,31.57369450040036,0.29244532722113215,0.4058535123526721,0.06936103005028722,0.2571015392666253,17,23,51,11,28,42,35,45,51,44,9
ADGRA2,2741.9786116459377,0.6705363830976632,0.16491399148007796,1.5521913541474129e-6,5.042508021703016e-5,2768,2379,3429,2326,3271,2513,2305,4125,3130,2848,864
ADGRA3,2005.9896145030632,4.124868354109697e-4,0.11774650552193437,0.9964118864617958,0.999016949080247,3142,1625,2613,1987,2135,1551,1800,2065,1829,1568,2106
ADGRB1,44.051749932932154,-0.03986759587788191,0.28941344053324464,0.7302394860171705,0.8906894768089636,39,45,40,29,24,45,15,16,12,13,96
ADGRB2,791.6310785924444,-0.22193339286333705,0.16309794029989452,0.053890371823482934,0.2183069938642693,793,920,1052,916,793,570,474,782,568,557,920
ADGRB3,42.706636084589604,0.01729079682367439,0.26848763730138686,0.8815362626426877,0.9537933333511048,71,22,44,43,37,38,31,40,31,24,32
ADGRB3-DT,7.355459123314382,0.050842724838290165,0.3645467981405212,0.6158488660666404,0.8280189157114478,13,6,4,4,10,11,5,4,2,8,5
ADGRD1,21.483619851384024,-0.7586082689603774,0.8290778288860245,0.003866857418488014,0.034272178967045035,48,16,22,29,2,2,1,9,6,4,62
ADGRE2,22.011170851841946,-0.26855211968843945,0.51882215653917,0.06229034463619063,0.23971086281735765,9,27,22,45,3,9,5,12,11,7,5
ADGRE5,296.1318462490827,-0.7608693825178058,0.24187973563809473,4.4494570433897605e-5,9.428557577477439e-4,272,448,572,461,267,169,160,230,225,188,334
ADGRF1,19.943900444403557,-0.005105373589643606,0.3001836208134528,0.9637549768042711,0.986258540336932,0,14,33,8,30,12,37,19,16,14,1
ADGRF2P,7.233438824358912,0.08296431477295656,0.38241521058006733,0.42521242835524015,0.7027810678685341,0,6,8,14,0,0,0,11,12,25,0
ADGRF3,21.658820749510323,-0.45468525623716727,0.6685420013618393,0.016242414430331146,0.09700137201633387,4,22,20,39,29,0,5,14,10,14,8
ADGRF4,374.89940001748414,1.500875211295409,0.22781850581982277,6.17451192438458e-13,7.061780829683132e-11,544,169,190,236,558,435,411,542,589,458,0
ADGRF5,26.52569476976743,0.011092338315875751,0.27352369308242824,0.9234953741930393,0.9702715508887794,16,18,21,19,48,50,33,41,32,17,1
ADGRF5P1,4.439302045793253,-0.06747901293805517,0.4422149061097941,0.32976832470066314,0.6180337462046576,16,0,15,0,16,0,8,2,0,0,0
ADGRG1,712.215359016584,-2.257514598850598,0.27113415553853626,7.488864653765652e-19,1.8664039102772963e-16,758,1248,1491,1274,431,318,305,417,327,273,631
ADGRG2,20.067668246617583,0.06595503444913728,0.30471428220560315,0.5727771937415884,0.803852208866788,14,18,55,6,9,9,17,34,20,27,20
ADGRG5,11.719618280719631,-0.7508015939487589,1.0005966069153378,0.0019360802339231662,0.020294204485906485,0,22,16,15,3,0,2,1,3,3,3
ADGRG6,3613.7038181200946,0.21205596948396555,0.14146816044603128,0.04580544087146857,0.19733210827445358,3843,3413,5177,3863,4065,3469,4213,3990,4222,3241,265
ADGRG7,10.100545773329147,0.25065793434258926,0.5627060491412182,0.04804665856512591,0.20383208961394117,7,5,11,0,7,17,0,5,7,20,0
ADGRL1,1072.3574539339452,-0.2433794275038635,0.2101254641513764,0.06294894775481666,0.24180389455024812,1478,1028,1327,964,867,561,502,745,637,520,2595
ADGRL1-AS1,65.96308623402068,0.0805398761342683,0.2956746820064581,0.5022181090476356,0.7575189046885581,127,54,122,26,46,44,38,50,36,63,57
ADGRL2,6631.145964310064,0.03813178763925004,0.11536327523177946,0.6736408652217964,0.8597764402257554,7889,5566,8776,5807,6187,4812,5803,5744,6031,4628,10961
ADGRL3,744.7847412000177,0.8710851481408887,0.21366453083658885,1.492658504684575e-6,4.8680491623482485e-5,1667,303,594,457,761,518,665,738,806,552,1135
